gameId,playId,QB_distance_WR,QB_distance_G,QB_distance_T,QB_distance_TE,QB_distance_C,QB_distance_QB,QB_distance_RB,WR_closest_opponent_distance,G_closest_opponent_distance,T_closest_opponent_distance,TE_closest_opponent_distance,C_closest_opponent_distance,QB_closest_opponent_distance,RB_closest_opponent_distance,QB_distance_FB,FB_closest_opponent_distance,football_closest_opponent_position,offenseFormation,possessionTeam,defensiveTeam,preSnapHomeTeamWinProbability,preSnapHomeScore,preSnapVisitorScore,preSnapHomeTeamWinProbability,isHome,pass_success,week
2022090800,56,26.071367436327535,3.6640005458514815,4.931379117447774,13.005614172348793,3.1854983911469734,0.0,5.708274695562568,3.865591804627079,0.9861541461658107,0.9108238029388547,1.5002999700060107,1.0737783756436987,0.5382386934388773,1.0020977996183824,0.0,0.0,WR,SHOTGUN,BUF,LA,0.413346942514181,0,0,0.413346942514181,0,1,1
2022090800,122,28.206852004433248,7.041619131989456,4.207897337150707,6.723339943807689,4.320416646574719,0.0,6.2126403404671615,4.281646879414507,0.9646242791885304,0.4964876634922542,2.3461031520374376,1.4319916200872127,0.5797415743031704,3.2755152266475607,0.0,0.0,DT,SHOTGUN,BUF,LA,0.384969364851713,0,0,0.384969364851713,0,1,1
2022090800,167,16.99922351167841,2.6273180241455347,4.343109485150012,22.4990355348846,4.1881977030699025,0.0,19.15805835673334,4.935838327984416,0.8000000000000007,0.8692525524840331,2.3847222060441293,1.3520355024924455,0.49477167585841514,8.935440671841542,0.0,0.0,WR,EMPTY,BUF,LA,0.387553591281176,0,0,0.387553591281176,0,1,1
2022090800,212,36.331022556487454,16.56457062528335,16.89665351482358,18.15719141277086,14.41699691336583,0.0,10.005683384956766,2.482619584229528,1.9709134937891106,3.148650504581294,0.6981403870282856,2.0718349355100707,1.234340562712722,1.3943457247038846,0.0,0.0,RB,SHOTGUN,BUF,LA,0.3596849180758,0,0,0.3596849180758,0,1,1
2022090800,236,12.573086335502511,10.624142318323866,12.94976833769624,14.6839027509719,12.92942380773405,0.0,16.65912962912529,6.2792515477563065,3.1225950746134212,0.7130918594402805,1.386217876093077,2.5554842985234703,0.29206227994496736,1.9974483722990175,16.63658618827793,0.5122499389946297,WR,I_FORM,BUF,LA,0.341446712613106,0,0,0.341446712613106,0,1,1
2022090800,364,29.13530161161885,6.201265999777786,10.38338095227176,21.46905913168996,4.587472070759668,0.0,18.5200431964939,5.699140286043146,0.8683893136145799,4.62038959396283,0.8947066558375448,2.496898137335192,1.5966529441570196,4.5650191675391705,0.0,0.0,WR,SHOTGUN,LA,BUF,0.251889707520604,0,7,0.251889707520604,1,1,1
2022090800,414,25.037124435525744,4.457858230136984,10.660619118981787,7.900544285047711,10.35917467755033,0.0,15.400081168617264,1.5604166110369342,0.7021395872616787,2.140023364358436,3.1401433088316204,2.3853301658261086,0.36715254987029766,7.791694295851192,0.0,0.0,TE,EMPTY,LA,BUF,0.298802025616169,0,7,0.298802025616169,1,1,1
2022090800,438,26.996023781290457,2.776220452341637,3.210389384482824,23.483445232759177,4.83140766236922,0.0,8.931433255642673,9.087849030436185,0.5994163828258282,0.9170605214488284,4.395918561575039,2.194470323335456,0.3801319013859977,6.017391461422457,0.0,0.0,WR,SINGLEBACK,LA,BUF,0.328491032123566,0,7,0.328491032123566,1,1,1
2022090800,486,17.999602773394752,4.812120114876601,4.215708718590503,23.551460676569512,4.765752826154541,0.0,18.484209477280874,7.449194587336275,2.269273011340858,1.0101980003939872,3.374803697994897,1.7608236708995038,0.38833021651178046,7.866549434154725,0.0,0.0,WR,EMPTY,LA,BUF,0.272012449800968,0,7,0.272012449800968,1,1,1
2022090800,569,23.5760577705434,3.9231874795885027,4.170959122312282,10.282144717907837,4.185618233905243,0.0,7.866797315299282,5.8494615136779915,0.7668767828015131,0.6453681120105056,3.357930910545957,1.6918924315688635,0.4981971602330668,4.828125930420622,0.0,0.0,WR,SHOTGUN,BUF,LA,0.252112213522196,0,7,0.252112213522196,0,1,1
